word,wlen,firsttime,totaltime,word,surprisal
Er ,3,26.5,26.5,er,25.26048615415301
ging ,5,206.625,339.125,ging,17.567629341173124
een ,4,53.125,74.75,een,17.567629341173124
gerucht... ,11,202.125,264.375,gerucht,17.567629341173124
Een ,4,32.125,83.625,een,25.26048615415301
zeer ,5,231.0,283.25,zeer,17.567629341173124
lasterlijk ,11,230.375,515.125,lasterlijk,17.567629341173124
en ,3,69.75,88.5,en,17.567629341173124
volkomen ,9,240.5,311.25,volkomen,17.567629341173124
onjuist ,8,233.5,302.375,onjuist,17.567629341173124
"gerucht, ",9,180.5,257.75,gerucht,17.567629341173124
onderbrak ,10,248.875,351.875,onderbrak,17.567629341173124
hem ,4,0.0,0.0,hem,17.567629341173124
met ,4,170.0,232.625,met,17.567629341173124
overslaande ,12,177.375,317.375,overslaande,17.567629341173124
stem. ,6,77.0,107.0,stem,17.567629341173124
En ,3,134.375,134.375,en,25.26048615415301
meneer ,7,146.125,191.125,meneer,17.567629341173124
wilde ,6,144.0,144.0,wilde,17.567629341173124
juist ,6,133.875,133.875,juist,17.567629341173124
nu ,3,169.25,169.25,nu,17.567629341173124
ten ,4,78.375,120.125,ten,17.567629341173124
koste ,6,27.375,27.375,koste,17.567629341173124
van ,4,87.375,119.625,van,17.567629341173124
alles ,6,108.25,108.25,alles,17.567629341173124
vermijden ,10,197.0,204.5,vermijden,17.567629341173124
dat ,4,59.25,59.25,dat,17.567629341173124
er ,3,128.875,137.5,er,17.567629341173124
oude ,5,67.25,67.25,oude,17.567629341173124
koeien ,7,211.25,262.5,koeien,17.567629341173124
uit ,4,81.25,127.25,uit,17.567629341173124
de ,3,60.0,60.0,de,17.567629341173124
sloot ,6,164.625,188.875,sloot,17.567629341173124
werden ,7,118.375,137.75,werden,17.567629341173124
gehaald. ,9,208.875,245.0,gehaald,17.567629341173124
Heb ,4,85.5,85.5,heb,25.26048615415301
ik ,3,86.0,86.0,ik,17.567629341173124
dat ,4,154.5,211.5,dat,17.567629341173124
goed? ,6,103.875,203.5,goed,17.567629341173124
"Jazeker, ",9,251.375,399.625,jazeker,25.26048615415301
knikte ,7,169.875,181.875,knikte,17.567629341173124
Mijn ,5,63.875,82.75,mijn,25.26048615415301
arme ,5,236.5,277.0,arme,17.567629341173124
Emily ,6,186.875,202.5,emily,17.567629341173124
is ,3,23.125,23.125,is,17.567629341173124
nog ,4,119.875,169.625,nog,17.567629341173124
niet ,5,151.0,206.125,niet,17.567629341173124
eens ,5,106.75,106.75,eens,17.567629341173124
"begraven, ",10,120.875,191.375,begraven,17.5705969346105
is ,3,16.375,16.375,is,17.567629341173124
het ,4,170.375,208.125,het,17.567629341173124
dan ,4,122.75,187.25,dan,17.567629341173124
zo'n ,5,158.125,158.125,zon,17.567629341173124
wonder ,7,104.5,104.5,wonder,17.567629341173124
dat ,4,52.125,52.125,dat,17.567629341173124
ik ,3,52.375,52.375,ik,17.567629341173124
wilde ,6,144.5,216.75,wilde,17.567629341173124
voorkomen ,10,215.75,258.125,voorkomen,17.567629341173124
dat ,4,19.875,19.875,dat,17.567629341173124
er ,3,68.875,68.875,er,17.567629341173124
nog ,4,96.0,96.0,nog,17.567629341173124
meer ,5,87.75,87.75,meer,17.567629341173124
lasterpraatjes ,15,218.5,466.375,lasterpraatjes,17.573558436298875
in ,3,22.75,22.75,in,17.567629341173124
de ,3,58.375,58.375,de,17.567629341173124
wereld ,7,201.25,243.75,wereld,17.567629341173124
kwamen? ,8,145.375,145.375,kwamen,17.567629341173124
Onder ,6,213.375,265.0,onder,25.26048615415301
ons ,4,148.875,220.125,ons,17.567629341173124
"gezegd, ",8,139.25,165.0,gezegd,17.567629341173124
"meneer, ",8,156.625,178.25,meneer,17.567629341173124
merkte ,7,137.25,171.0,merkte,17.567629341173124
"op, ",4,0.0,0.0,op,17.567629341173124
zou ,4,45.125,45.125,zou,17.567629341173124
ik ,3,117.625,210.125,ik,17.567629341173124
veel ,5,134.375,193.25,veel,17.567629341173124
liever ,7,161.375,292.625,liever,17.567629341173124
ik ,3,37.5,37.5,ik,17.567629341173124
weet ,5,212.375,404.125,weet,17.567629341173124
niet ,5,157.75,254.125,niet,17.567629341173124
hoeveel ,8,173.5,287.75,hoeveel,17.567629341173124
lasterpraat ,12,175.5,365.625,lasterpraat,17.567629341173124
riskeren ,9,176.625,193.625,riskeren,17.567629341173124
dan ,4,81.125,81.125,dan,17.567629341173124
gearresteerd ,13,210.125,311.625,gearresteerd,17.567629341173124
worden ,7,142.25,208.25,worden,17.567629341173124
wegens ,7,165.5,210.375,wegens,17.567629341173124
moord. ,7,166.5,221.75,moord,17.567629341173124
En ,3,50.625,50.625,en,25.26048615415301
ik ,3,171.75,210.625,ik,17.567629341173124
ben ,4,185.5,233.625,ben,17.567629341173124
ervan ,6,215.375,215.375,ervan,17.567629341173124
overtuigd ,10,99.875,218.25,overtuigd,8.923138508155578
dat ,4,46.625,46.625,dat,6.615901187785556
uw ,3,180.625,180.625,uw,17.582406639691296
arme ,5,110.875,110.875,arme,17.567629341173124
vrouw ,6,104.375,104.375,vrouw,17.567629341173124
er ,3,19.625,19.625,er,17.567629341173124
net ,4,137.625,152.5,net,17.567629341173124
zo ,3,129.625,129.625,zo,17.567629341173124
over ,5,51.75,51.75,over,17.567629341173124
gedacht ,8,204.375,227.0,gedacht,17.573558436298875
zou ,4,143.875,143.875,zou,17.567629341173124
hebben. ,8,90.125,90.125,hebben,17.567629341173124
En ,3,42.5,42.5,en,25.26048615415301
als ,4,184.375,184.375,als,17.567629341173124
monsieur ,9,185.875,316.625,monsieur,17.567629341173124
Poirot ,7,105.5,122.625,poirot,17.567629341173124
er ,3,28.625,28.625,er,17.567629341173124
niet ,5,181.75,243.0,niet,17.567629341173124
geweest ,8,112.75,112.75,geweest,17.567629341173124
"was, ",5,44.0,44.0,was,17.567629341173124
dan ,4,41.5,41.5,dan,17.567629341173124
zou ,4,141.5,141.5,zou,17.567629341173124
u ,2,20.375,20.375,u,17.567629341173124
gearresteerd ,13,238.25,300.125,gearresteerd,17.567629341173124
"zijn, ",6,110.25,183.875,zijn,17.567629341173124
zo ,3,18.5,18.5,zo,17.567629341173124
zeker ,6,192.75,246.875,zeker,17.567629341173124
als ,4,67.125,67.125,als,17.567629341173124
tweemaal ,9,181.25,254.25,tweemaal,17.567629341173124
twee ,5,154.0,217.25,twee,17.567629341173124
vier ,5,162.125,172.75,vier,17.567629341173124
is! ,4,70.125,131.125,is,17.567629341173124
Het ,4,143.875,248.5,het,25.26048615415301
was ,4,115.375,115.375,was,17.567629341173124
dwaas ,6,152.375,209.625,dwaas,17.567629341173124
van ,4,65.625,65.625,van,17.567629341173124
"me, ",4,108.375,108.375,me,17.567629341173124
dat ,4,11.125,11.125,dat,17.567629341173124
geef ,5,149.625,149.625,geef,17.567629341173124
ik ,3,53.0,53.0,ik,17.567629341173124
"toe, ",5,63.75,63.75,toe,17.567629341173124
mompelde ,9,206.125,223.25,mompelde,17.5705969346105
Maar ,5,115.0,135.0,maar,25.26048615415301
u ,2,137.625,137.625,u,17.567629341173124
hebt ,5,149.0,171.875,hebt,17.567629341173124
er ,3,49.375,49.375,er,17.567629341173124
geen ,5,94.625,94.625,geen,17.567629341173124
idee ,5,118.75,171.875,idee,17.567629341173124
"van, ",5,14.5,14.5,van,17.567629341173124
"inspecteur, ",12,188.75,252.5,inspecteur,17.567629341173124
hoe ,4,20.375,20.375,hoe,17.567629341173124
ze ,3,108.375,108.375,ze,17.567629341173124
me ,3,137.25,158.625,me,17.567629341173124
nagewezen ,10,191.75,287.125,nagewezen,17.567629341173124
en ,3,80.125,97.375,en,17.567629341173124
belasterd ,10,191.75,342.25,belasterd,17.567629341173124
hebben! ,8,187.875,214.375,hebben,17.567629341173124
En ,3,0.0,0.0,en,25.26048615415301
hij ,4,234.875,266.125,hij,17.567629341173124
wierp ,6,124.375,189.625,wierp,17.567629341173124
een ,4,30.125,30.125,een,17.567629341173124
onheilspellende ,16,230.375,448.875,onheilspellende,17.567629341173124
blik ,5,160.875,160.875,blik,17.567629341173124
op ,3,27.875,27.875,op,17.567629341173124
Evelyn ,7,227.0,302.125,evelyn,17.567629341173124
Howard. ,8,244.125,244.125,howard,17.567629341173124
En ,3,102.875,129.375,en,25.26048615415301
"nu, ",4,236.0,288.875,nu,17.567629341173124
"meneer, ",8,227.75,463.75,meneer,17.567629341173124
zei ,4,127.625,216.25,zei,17.567629341173124
zich ,5,187.375,187.375,zich,17.567629341173124
plotseling ,11,167.0,392.5,plotseling,17.567629341173124
tot ,4,38.375,38.375,tot,17.567629341173124
John ,5,131.125,150.875,john,17.567629341173124
"wendend, ",9,189.5,228.375,wendend,17.567629341173124
zou ,4,89.0,89.0,zou,17.567629341173124
ik ,3,97.0,132.0,ik,17.567629341173124
graag ,6,189.25,308.625,graag,17.567629341173124
mevrouw ,8,133.875,201.25,mevrouw,17.567629341173124
slaapkamer ,11,238.625,374.375,slaapkamer,17.567629341173124
willen ,7,170.5,204.5,willen,17.567629341173124
"zien, ",6,207.625,231.5,zien,17.567629341173124
"alstublieft, ",13,166.75,283.0,alstublieft,17.567629341173124
en ,3,0.0,0.0,en,17.567629341173124
daarna ,7,158.875,292.0,daarna,17.567629341173124
wil ,4,129.25,165.375,wil,17.567629341173124
ik ,3,21.0,21.0,ik,17.567629341173124
even ,5,146.0,211.0,even,17.567629341173124
een ,4,41.75,41.75,een,17.567629341173124
praatje ,8,227.25,235.375,praatje,17.567629341173124
met ,4,0.0,0.0,met,17.567629341173124
het ,4,91.625,91.625,het,17.567629341173124
personeel ,10,166.5,236.625,personeel,17.567629341173124
maken. ,7,110.25,131.25,maken,17.567629341173124
Doet ,5,220.25,220.25,doet,25.26048615415301
u ,2,77.125,77.125,u,17.567629341173124
geen ,5,118.5,118.5,geen,17.567629341173124
moeite. ,8,87.875,112.0,moeite,17.567629341173124
Monsieur ,9,174.25,252.625,monsieur,25.26048615415301
Poirot ,7,154.875,178.375,poirot,17.567629341173124
hier ,5,109.5,135.125,hier,17.567629341173124
zal ,4,160.5,216.5,zal,17.567629341173124
me ,3,111.625,133.625,me,17.567629341173124
de ,3,119.625,188.5,de,17.567629341173124
weg ,4,55.0,89.5,weg,17.567629341173124
wel ,4,113.0,168.5,wel,17.567629341173124
wijzen. ,8,47.0,122.125,wijzen,17.567629341173124
Toen ,5,134.75,134.75,toen,25.26048615415301
iedereen ,9,112.25,246.5,iedereen,17.567629341173124
de ,3,61.125,88.75,de,17.567629341173124
kamer ,6,114.0,214.125,kamer,17.567629341173124
"uitging, ",9,105.75,130.625,uitging,17.567629341173124
draaide ,8,192.125,347.875,draaide,17.567629341173124
Poirot ,7,117.25,117.25,poirot,17.567629341173124
zich ,5,80.0,141.75,zich,17.567629341173124
om ,3,121.375,121.375,om,17.567629341173124
en ,3,26.875,26.875,en,17.567629341173124
gaf ,4,97.5,138.75,gaf,17.567629341173124
mij ,4,70.875,70.875,mij,17.567629341173124
te ,3,51.0,51.0,te,17.567629341173124
kennen ,7,106.875,106.875,kennen,17.567629341173124
dat ,4,67.375,67.375,dat,17.567629341173124
ik ,3,29.625,29.625,ik,17.567629341173124
hem ,4,156.375,207.0,hem,17.567629341173124
naar ,5,128.875,208.25,naar,17.567629341173124
boven ,6,183.25,218.0,boven,17.567629341173124
moest ,6,124.5,177.125,moest,17.567629341173124
volgen. ,8,176.25,176.25,volgen,17.567629341173124
Daar ,5,183.125,183.125,daar,25.26048615415301
pakte ,6,195.625,224.125,pakte,17.567629341173124
hij ,4,40.125,57.625,hij,17.567629341173124
me ,3,88.25,111.25,me,17.567629341173124
bij ,4,126.75,126.75,bij,17.567629341173124
de ,3,66.75,66.75,de,17.567629341173124
arm ,4,102.125,102.125,arm,17.567629341173124
en ,3,20.875,20.875,en,17.567629341173124
nam ,4,74.625,74.625,nam,17.567629341173124
me ,3,143.0,143.0,me,17.567629341173124
terzijde. ,10,113.875,136.0,terzijde,17.567629341173124
"Vlug, ",6,137.875,183.5,vlug,25.26048615415301
ga ,3,146.625,168.5,ga,17.567629341173124
naar ,5,119.875,151.5,naar,17.567629341173124
de ,3,121.625,130.75,de,17.567629341173124
andere ,7,246.75,303.375,andere,17.567629341173124
vleugel. ,9,192.125,205.25,vleugel,17.567629341173124
Blijf ,6,137.875,160.75,blijf,25.26048615415301
daar ,5,166.375,183.875,daar,17.567629341173124
"staan, ",7,92.375,115.375,staan,17.567629341173124
aan ,4,112.125,112.125,aan,17.567629341173124
deze ,5,203.5,250.0,deze,17.567629341173124
kant ,5,180.125,203.125,kant,17.567629341173124
van ,4,130.375,154.5,van,17.567629341173124
de ,3,41.375,41.375,de,17.567629341173124
Ga ,3,16.75,16.75,ga,25.26048615415301
daar ,5,203.0,447.625,daar,17.567629341173124
niet ,5,104.5,153.375,niet,17.567629341173124
weg ,4,102.75,130.625,weg,17.567629341173124
totdat ,7,123.25,179.0,totdat,17.567629341173124
ik ,3,150.0,159.125,ik,17.567629341173124
kom. ,5,119.875,119.875,kom,17.567629341173124
Toen ,5,141.125,141.125,toen,25.26048615415301
draaide ,8,153.875,223.875,draaide,17.567629341173124
hij ,4,37.25,37.25,hij,17.567629341173124
zich ,5,205.75,205.75,zich,17.567629341173124
snel ,5,122.75,122.75,snel,17.567629341173124
om ,3,33.25,33.25,om,17.567629341173124
en ,3,76.125,76.125,en,17.567629341173124
voegde ,7,192.25,231.125,voegde,17.567629341173124
zich ,5,106.75,200.75,zich,17.567629341173124
weer ,5,95.5,102.75,weer,17.567629341173124
bij ,4,46.25,46.25,bij,17.567629341173124
de ,3,29.875,29.875,de,17.567629341173124
twee ,5,211.125,211.125,twee,17.567629341173124
detectives. ,12,138.625,223.625,detectives,17.567629341173124
Ik ,3,33.375,33.375,ik,25.26048615415301
deed ,5,217.0,295.125,deed,17.567629341173124
wat ,4,88.25,121.5,wat,17.567629341173124
hij ,4,111.875,111.875,hij,17.567629341173124
gezegd ,7,170.25,178.125,gezegd,17.567629341173124
had ,4,33.25,33.25,had,17.567629341173124
en ,3,174.125,250.0,en,17.567629341173124
vatte ,6,138.125,163.5,vatte,17.567629341173124
post ,5,202.0,240.75,post,17.567629341173124
bij ,4,74.75,74.75,bij,17.567629341173124
de ,3,125.0,125.0,de,17.567629341173124
me ,3,0.0,0.0,me,17.567629341173124
ondertussen ,12,233.25,379.5,ondertussen,17.567629341173124
afvragend ,10,239.75,315.75,afvragend,17.567629341173124
wat ,4,23.25,23.25,wat,17.567629341173124
hier ,5,154.25,154.25,hier,17.567629341173124
in ,3,95.25,95.25,in,17.567629341173124
hemelsnaam ,11,192.0,247.875,hemelsnaam,17.567629341173124
weer ,5,55.125,67.125,weer,17.567629341173124
achterzat. ,11,179.0,241.875,achterzat,17.567629341173124
Waarom ,7,188.125,357.5,waarom,25.26048615415301
moest ,6,73.625,104.125,moest,17.567629341173124
ik ,3,42.5,67.0,ik,17.567629341173124
op ,3,59.25,95.375,op,17.567629341173124
deze ,5,101.75,101.75,deze,17.567629341173124
speciale ,9,157.125,266.0,speciale,17.567629341173124
plaats ,7,178.625,178.625,plaats,17.567629341173124
op ,3,42.125,42.125,op,17.567629341173124
wacht ,6,174.75,174.75,wacht,17.567629341173124
staan? ,7,152.875,152.875,staan,17.567629341173124
Ik ,3,115.125,115.125,ik,25.26048615415301
keek ,5,78.375,78.375,keek,17.567629341173124
peinzend ,9,163.5,245.25,peinzend,17.567629341173124
voor ,5,20.875,32.75,voor,17.567629341173124
mij ,4,93.75,93.75,mij,17.567629341173124
uit ,4,132.125,146.5,uit,17.567629341173124
de ,3,0.0,0.0,de,17.567629341173124
gang ,5,86.625,131.5,gang,17.567629341173124
af. ,4,0.0,0.0,af,17.567629341173124
Toen ,5,77.25,77.25,toen,25.26048615415301
kreeg ,6,43.5,46.5,kreeg,17.567629341173124
ik ,3,23.875,49.0,ik,17.567629341173124
een ,4,106.5,106.5,een,17.567629341173124
idee. ,6,51.875,51.875,idee,17.567629341173124
Alle ,5,74.625,124.875,alle,25.26048615415301
"kamers, ",8,92.0,92.0,kamers,17.567629341173124
uitgezonderd ,13,137.25,293.75,uitgezonderd,17.567629341173124
die ,4,82.0,104.75,die,17.567629341173124
van ,4,145.25,145.25,van,17.567629341173124
Cynthia ,8,108.5,239.375,cynthia,17.567629341173124
"Murdoch, ",9,157.375,192.0,murdoch,17.567629341173124
lagen ,6,217.5,276.25,lagen,17.567629341173124
in ,3,61.5,87.0,in,17.567629341173124
deze ,5,151.0,197.0,deze,17.567629341173124
linkervleugel. ,15,238.25,377.875,linkervleugel,17.567629341173124
Zou ,4,101.0,129.375,zou,25.26048615415301
dat ,4,246.25,338.125,dat,17.567629341173124
er ,3,35.125,35.125,er,17.567629341173124
iets ,5,81.25,81.25,iets,17.567629341173124
mee ,4,184.375,219.0,mee,17.567629341173124
te ,3,75.125,100.5,te,17.573558436298875
maken ,6,41.75,41.75,maken,7.927900003890165
hebben? ,8,130.5,163.375,hebben,8.926100009843955
Moest ,6,121.875,174.0,moest,25.26048615415301
ik ,3,94.0,103.375,ik,17.567629341173124
verslag ,8,176.0,236.125,verslag,17.567629341173124
uitbrengen ,11,206.5,232.625,uitbrengen,17.567629341173124
over ,5,76.0,104.25,over,17.567629341173124
wie ,4,193.75,203.5,wie,17.567629341173124
er ,3,67.125,67.125,er,17.567629341173124
in ,3,74.625,74.625,in,17.567629341173124
en ,3,120.0,120.0,en,17.567629341173124
uit ,4,71.75,71.75,uit,17.567629341173124
gingen? ,8,248.375,312.875,gingen,17.567629341173124
Ik ,3,51.375,88.25,ik,25.26048615415301
bleef ,6,202.875,291.375,bleef,17.567629341173124
trouw ,6,163.625,163.625,trouw,17.567629341173124
op ,3,55.75,55.75,op,17.567629341173124
mijn ,5,100.75,100.75,mijn,17.567629341173124
post ,5,175.625,187.75,post,17.567629341173124
staan. ,7,61.875,61.875,staan,17.567629341173124
Minuten ,8,192.375,192.375,minuten,25.26048615415301
gingen ,7,135.0,190.375,gingen,17.567629341173124
voorbij. ,9,168.0,203.625,voorbij,17.567629341173124
Er ,3,11.125,11.125,er,25.26048615415301
kwam ,5,156.875,156.875,kwam,17.567629341173124
niemand. ,9,213.125,352.5,niemand,17.567629341173124
Er ,3,23.875,23.875,er,25.26048615415301
gebeurde ,9,260.125,322.375,gebeurde,17.567629341173124
niets. ,7,120.5,120.5,niets,17.567629341173124
Ruim ,5,81.375,81.375,ruim,25.26048615415301
twintig ,8,187.875,252.0,twintig,17.567629341173124
minuten ,8,101.5,101.5,minuten,17.567629341173124
later ,6,37.0,37.0,later,17.567629341173124
kwam ,5,186.0,232.625,kwam,17.567629341173124
Poirot. ,8,175.75,175.75,poirot,17.567629341173124
Je ,3,40.625,40.625,je,25.26048615415301
bent ,5,154.375,175.125,bent,17.567629341173124
niet ,5,62.125,76.875,niet,17.567629341173124
van ,4,46.125,46.125,van,17.567629341173124
je ,3,156.25,156.25,je,17.567629341173124
plaats ,7,93.125,117.375,plaats,17.567629341173124
geweest? ,9,209.375,255.125,geweest,17.567629341173124
"Nee, ",5,96.875,96.875,nee,25.26048615415301
ik ,3,106.5,112.5,ik,17.567629341173124
ben ,4,31.625,31.625,ben,17.567629341173124
als ,4,205.25,205.25,als,17.567629341173124
een ,4,53.25,53.25,een,17.567629341173124
rots ,5,186.0,239.0,rots,17.567629341173124
blijven ,8,181.375,181.375,blijven,17.567629341173124
staan. ,7,70.375,70.375,staan,17.567629341173124
Er ,3,58.0,58.0,er,25.26048615415301
is ,3,97.0,97.0,is,17.567629341173124
niets ,6,206.625,272.75,niets,17.567629341173124
gebeurd. ,9,157.875,415.625,gebeurd,17.567629341173124
Juist ,6,131.5,185.75,juist,25.26048615415301
ja! ,4,139.75,139.75,ja,17.567629341173124
Was ,4,48.0,86.0,was,25.26048615415301
hij ,4,187.875,296.25,hij,17.567629341173124
tevreden ,9,155.75,230.25,tevreden,17.567629341173124
of ,3,22.25,22.25,of,17.567629341173124
teleurgesteld? ,15,202.875,329.25,teleurgesteld,17.567629341173124
Je ,3,77.375,77.375,je,25.26048615415301
hebt ,5,180.625,208.75,hebt,17.567629341173124
helemaal ,9,147.25,186.625,helemaal,17.567629341173124
niets ,6,103.625,103.625,niets,17.567629341173124
gezien? ,8,208.0,332.875,gezien,17.567629341173124
Nee. ,5,213.375,213.375,nee,25.26048615415301
Maar ,5,60.0,93.75,maar,25.26048615415301
je ,3,165.5,165.5,je,17.567629341173124
hebt ,5,40.5,40.5,hebt,17.567629341173124
waarschijnlijk ,15,168.0,200.125,waarschijnlijk,17.567629341173124
wel ,4,55.125,55.125,wel,17.567629341173124
iets ,5,117.5,141.0,iets,17.567629341173124
gehoord? ,9,174.25,198.0,gehoord,17.567629341173124
Een ,4,50.125,50.125,een,25.26048615415301
harde ,6,222.0,306.375,harde,17.567629341173124
"klap, ",6,117.125,117.125,klap,17.567629341173124
"he, ",4,178.125,178.125,he,17.567629341173124
mon ,4,192.375,331.375,mon,17.567629341173124
ami? ,5,211.0,251.5,ami,17.567629341173124
Nee. ,5,93.25,131.125,nee,25.26048615415301
Hoe ,4,142.0,196.375,hoe,25.26048615415301
is ,3,174.5,225.375,is,17.567629341173124
't ,3,41.5,41.5,t,17.567629341173124
mogelijk! ,10,178.0,269.5,mogelijk,17.567629341173124
"He, ",4,85.625,130.125,he,25.26048615415301
soms ,5,129.5,218.875,soms,17.567629341173124
kan ,4,184.625,282.75,kan,17.567629341173124
ik ,3,74.25,95.125,ik,17.567629341173124
me ,3,162.75,162.75,me,17.567629341173124
aan ,4,135.0,180.0,aan,17.567629341173124
mezelf ,7,147.625,321.75,mezelf,17.567629341173124
ergeren! ,9,214.75,279.25,ergeren,17.567629341173124
Ik ,3,93.75,93.75,ik,25.26048615415301
ben ,4,134.0,134.0,ben,17.567629341173124
doorgaans ,10,145.375,271.625,doorgaans,17.567629341173124
niet ,5,92.25,92.25,niet,17.567629341173124
onhandig. ,10,211.875,400.125,onhandig,17.567629341173124
Ik ,3,21.0,21.0,ik,25.26048615415301
maakte ,7,304.25,412.75,maakte,17.567629341173124
maar ,5,163.25,220.5,maar,17.567629341173124
even ,5,165.125,342.875,even,17.567629341173124
een ,4,141.125,141.125,een,17.567629341173124
gebaar ,7,137.375,202.5,gebaar,17.567629341173124
met ,4,111.25,198.875,met,17.567629341173124
mijn ,5,155.125,200.375,mijn,17.567629341173124
"linkerhand , ",13,177.75,398.75,linkerhand,17.567629341173124
ik ,3,106.0,106.0,ik,17.567629341173124
ken ,4,98.0,98.0,ken,17.567629341173124
"gebaren, ",9,175.25,226.75,gebaren,17.567629341173124
en ,3,0.0,0.0,en,17.567629341173124
daar ,5,176.875,254.0,daar,17.567629341173124
ging ,5,133.875,197.25,ging,17.567629341173124
het ,4,127.125,141.625,het,17.567629341173124
tafeltje ,9,177.5,207.25,tafeltje,17.567629341173124
bij ,4,144.25,144.25,bij,17.567629341173124
het ,4,133.0,171.625,het,17.567629341173124
bed! ,5,125.25,125.25,bed,17.567629341173124
Hij ,4,79.5,79.5,hij,25.26048615415301
zag ,4,156.25,182.5,zag,17.567629341173124
er ,3,63.875,63.875,er,17.567629341173124
zo ,3,60.875,60.875,zo,17.567629341173124
kinderlijk ,11,204.0,418.625,kinderlijk,17.567629341173124
bedroefd ,9,224.125,284.5,bedroefd,17.567629341173124
en ,3,0.0,0.0,en,17.567629341173124
terneergeslagen ,16,291.5,469.875,terneergeslagen,17.567629341173124
"uit, ",5,51.0,51.0,uit,17.567629341173124
dat ,4,70.75,70.75,dat,17.567629341173124
ik ,3,99.25,99.25,ik,17.567629341173124
me ,3,61.75,84.75,me,17.567629341173124
haastte ,8,193.125,294.875,haastte,17.567629341173124
hem ,4,50.0,50.0,hem,17.567629341173124
te ,3,155.5,155.5,te,17.567629341173124
troosten. ,10,130.625,214.5,troosten,17.567629341173124
Trek ,5,183.375,183.375,trek,25.26048615415301
het ,4,134.125,134.125,het,17.567629341173124
je ,3,79.375,79.375,je,17.567629341173124
niet ,5,121.125,185.0,niet,17.567629341173124
"aan, ",5,29.375,29.375,aan,8.923138508155578
kerel! ,7,165.375,214.0,kerel,17.5705969346105
Wat ,4,58.375,58.375,wat,25.26048615415301
doet ,5,129.625,147.625,doet,17.567629341173124
het ,4,43.375,43.375,het,17.567629341173124
ertoe? ,7,165.875,203.25,ertoe,17.567629341173124
Je ,3,21.875,21.875,je,25.26048615415301
bent ,5,112.375,112.375,bent,17.567629341173124
wat ,4,139.0,139.0,wat,17.567629341173124
opgewonden ,11,210.375,308.5,opgewonden,17.567629341173124
over ,5,124.25,155.5,over,17.567629341173124
je ,3,41.875,41.875,je,17.567629341173124
succes ,7,237.875,255.75,succes,17.567629341173124
beneden. ,9,140.25,256.875,beneden,17.567629341173124
Ik ,3,22.125,22.125,ik,25.26048615415301
kan ,4,125.125,174.375,kan,17.567629341173124
je ,3,134.5,134.5,je,17.567629341173124
verzekeren ,11,169.625,221.875,verzekeren,17.567629341173124
dat ,4,67.5,67.5,dat,17.567629341173124
het ,4,113.75,165.125,het,17.567629341173124
voor ,5,164.375,164.375,voor,17.567629341173124
ons ,4,132.25,132.25,ons,17.567629341173124
allemaal ,9,190.125,190.125,allemaal,17.567629341173124
als ,4,58.375,58.375,als,17.567629341173124
een ,4,161.375,161.375,een,17.567629341173124
verrassing ,11,91.625,91.625,verrassing,17.567629341173124
kwam. ,6,191.0,210.875,kwam,17.567629341173124
Er ,3,74.875,100.5,er,25.26048615415301
moet ,5,202.625,269.5,moet,17.567629341173124
meer ,5,91.0,91.0,meer,17.567629341173124
achter ,7,134.75,186.125,achter,17.567629341173124
die ,4,29.5,29.5,die,17.567629341173124
affaire ,8,218.75,275.25,affaire,17.567629341173124
van ,4,62.25,62.25,van,17.567629341173124
met ,4,28.125,59.5,met,17.567629341173124
mevrouw ,8,232.375,416.125,mevrouw,17.567629341173124
zitten ,7,129.875,129.875,zitten,17.567629341173124
dan ,4,91.75,91.75,dan,17.567629341173124
wij ,4,158.25,199.0,wij,17.567629341173124
"dachten, ",9,130.375,144.5,dachten,17.567629341173124
anders ,7,183.625,229.875,anders,17.567629341173124
had ,4,30.375,30.375,had,17.567629341173124
hij ,4,127.125,180.5,hij,17.567629341173124
niet ,5,44.125,54.625,niet,17.567629341173124
zo ,3,175.625,204.625,zo,17.567629341173124
hardnekkig ,11,188.75,197.625,hardnekkig,17.567629341173124
z'n ,4,50.375,50.375,zn,17.567629341173124
mond ,5,111.75,111.75,mond,17.567629341173124
gehouden. ,10,169.0,169.0,gehouden,17.567629341173124
Wat ,4,106.375,132.125,wat,25.26048615415301
ga ,3,119.875,119.875,ga,17.567629341173124
je ,3,34.375,47.5,je,17.567629341173124
nu ,3,56.875,56.875,nu,17.567629341173124
doen? ,6,131.625,171.5,doen,8.923138508155578
Waar ,5,99.375,191.125,waar,25.26048615415301
zijn ,5,163.375,217.75,zijn,17.567629341173124
die ,4,90.0,90.0,die,17.567629341173124
lui ,4,103.625,119.25,lui,17.567629341173124
van ,4,88.0,88.0,van,17.567629341173124
Scotland ,9,174.5,174.5,scotland,17.567629341173124
Yard ,5,188.25,212.125,yard,17.567629341173124
nu? ,4,103.5,103.5,nu,17.567629341173124
Naar ,5,136.0,188.0,naar,25.26048615415301
beneden ,8,146.625,146.625,beneden,17.567629341173124
om ,3,0.0,0.0,om,17.567629341173124
het ,4,56.625,56.625,het,17.567629341173124
personeel ,10,114.0,140.625,personeel,17.567629341173124
te ,3,22.0,22.0,te,17.567629341173124
ondervragen. ,13,198.875,219.0,ondervragen,17.5705969346105
Ik ,3,0.0,0.0,ik,25.26048615415301
heb ,4,105.75,105.75,heb,17.567629341173124
ze ,3,42.875,42.875,ze,17.567629341173124
