word,wlen,firsttime,totaltime,word,surprisal
Op ,3,20.9,20.9,op,17.567629341173124
het ,4,114.1,192.4,het,17.567629341173124
bevond ,7,163.5,257.7,bevond,17.567629341173124
zich ,5,84.7,106.7,zich,17.567629341173124
een ,4,112.1,134.5,een,17.567629341173124
blad ,5,155.7,196.0,blad,17.567629341173124
met ,4,76.8,76.8,met,17.567629341173124
een ,4,52.1,79.1,een,17.567629341173124
waarop ,7,131.3,263.3,waarop,17.567629341173124
een ,4,86.2,103.6,een,17.567629341173124
steelpannetje ,14,269.9,622.3,steelpannetje,17.567629341173124
stond. ,7,95.1,142.7,stond,17.567629341173124
In ,3,169.8,169.8,in,25.26048615415301
het ,4,29.4,29.4,het,17.567629341173124
pannetje ,9,160.0,250.3,pannetje,17.567629341173124
zat ,4,124.3,153.8,zat,17.567629341173124
nog ,4,104.7,148.5,nog,17.567629341173124
een ,4,136.8,136.8,een,17.567629341173124
restje ,7,169.4,299.4,restje,17.567629341173124
donkere ,8,193.7,302.4,donkere,17.567629341173124
vloeistof; ,11,166.0,264.1,vloeistof,17.567629341173124
een ,4,93.4,109.0,een,17.567629341173124
gebruikt ,9,222.3,527.4,gebruikt,17.567629341173124
leeg ,5,151.0,301.2,leeg,17.567629341173124
kopje ,6,40.3,40.3,kopje,17.567629341173124
stond ,6,223.0,232.3,stond,17.567629341173124
ernaast. ,9,193.0,388.6,ernaast,17.567629341173124
Ik ,3,37.1,37.1,ik,25.26048615415301
begreep ,8,189.4,234.4,begreep,17.567629341173124
niet ,5,152.7,152.7,niet,17.567629341173124
hoe ,4,88.3,103.7,hoe,17.567629341173124
ik ,3,107.6,127.5,ik,17.567629341173124
zo ,3,117.4,117.4,zo,17.567629341173124
onoplettend ,12,210.6,317.8,onoplettend,17.567629341173124
had ,4,88.4,88.4,had,17.567629341173124
kunnen ,7,149.8,168.6,kunnen,17.567629341173124
zijn ,5,73.8,73.8,zijn,17.567629341173124
dit ,4,115.0,122.5,dit,17.567629341173124
over ,5,176.8,191.8,over,17.567629341173124
het ,4,8.1,8.1,het,17.567629341173124
hoofd ,6,115.8,115.8,hoofd,17.567629341173124
te ,3,160.3,160.3,te,17.567629341173124
zien. ,6,43.0,86.1,zien,17.567629341173124
Hier ,5,87.2,104.6,hier,25.26048615415301
hadden ,7,196.4,291.3,hadden,17.567629341173124
we ,3,45.5,67.3,we,17.567629341173124
nu ,3,91.9,91.9,nu,17.567629341173124
een ,4,41.6,41.6,een,17.567629341173124
aanwijzing ,11,216.8,234.5,aanwijzing,17.5705969346105
die ,4,83.8,83.8,die,17.567629341173124
nog ,4,125.5,125.5,nog,17.567629341173124
eens ,5,86.3,86.3,eens,17.567629341173124
de ,3,34.2,34.2,de,17.567629341173124
moeite ,7,184.2,228.5,moeite,17.567629341173124
waard ,6,140.8,222.8,waard,17.567629341173124
stak ,5,131.0,205.5,stak,17.567629341173124
heel ,5,130.0,190.0,heel,17.567629341173124
even ,5,128.3,160.2,even,17.567629341173124
zijn ,5,129.8,129.8,zijn,17.567629341173124
vinger ,7,113.8,132.6,vinger,17.567629341173124
in ,3,47.7,47.7,in,17.567629341173124
de ,3,51.8,51.8,de,17.567629341173124
vloeistof ,10,205.0,223.9,vloeistof,17.567629341173124
en ,3,36.7,36.7,en,17.567629341173124
proefde ,8,156.6,212.4,proefde,17.567629341173124
voorzichtig. ,13,202.6,264.6,voorzichtig,17.567629341173124
Hij ,4,41.5,41.5,hij,25.26048615415301
trok ,5,101.3,101.3,trok,17.567629341173124
een ,4,112.3,165.4,een,17.567629341173124
gezicht. ,9,67.6,94.7,gezicht,17.567629341173124
"Chocola, ",9,202.3,370.1,chocola,25.26048615415301
"met, ",5,213.5,451.3,met,17.567629341173124
ik ,3,123.6,123.6,ik,17.567629341173124
"denk, ",6,175.0,333.9,denk,17.567629341173124
rum ,4,93.8,93.8,rum,17.567629341173124
erin. ,6,198.4,296.9,erin,17.567629341173124
Hij ,4,41.0,41.0,hij,25.26048615415301
liep ,5,193.3,206.8,liep,17.567629341173124
naar ,5,115.1,180.3,naar,17.567629341173124
de ,3,53.3,55.5,de,17.567629341173124
ravage ,7,188.8,226.5,ravage,17.567629341173124
op ,3,143.6,236.7,op,17.567629341173124
de ,3,90.9,90.9,de,17.567629341173124
"grond, ",7,130.3,130.3,grond,17.567629341173124
die ,4,75.7,75.7,die,17.567629341173124
was ,4,137.0,151.2,was,17.567629341173124
aangericht ,11,177.1,311.6,aangericht,17.567629341173124
door ,5,19.4,19.4,door,17.567629341173124
het ,4,93.0,93.0,het,17.567629341173124
omvallen ,9,168.7,256.0,omvallen,17.567629341173124
van ,4,15.1,15.1,van,17.567629341173124
het ,4,51.6,99.6,het,17.567629341173124
tafeltje ,9,170.3,224.0,tafeltje,17.567629341173124
bij ,4,89.7,89.7,bij,17.567629341173124
het ,4,34.8,54.1,het,17.567629341173124
bed. ,5,167.3,183.2,bed,17.567629341173124
Een ,4,166.5,210.7,een,25.26048615415301
een ,4,49.3,66.1,een,17.567629341173124
paar ,5,138.5,182.8,paar,17.567629341173124
"boeken, ",8,184.8,184.8,boeken,17.567629341173124
"lucifers, ",10,259.6,370.4,lucifers,17.567629341173124
een ,4,18.3,18.3,een,17.567629341173124
sleutelbos ,11,227.3,388.8,sleutelbos,17.567629341173124
en ,3,16.7,16.7,en,17.567629341173124
een ,4,81.3,81.3,een,17.567629341173124
versplinterd ,13,196.7,318.7,versplinterd,17.567629341173124
koffiekopje ,12,171.6,496.7,koffiekopje,17.567629341173124
lagen ,6,178.1,224.9,lagen,17.567629341173124
allemaal ,9,129.8,194.5,allemaal,17.567629341173124
door ,5,70.9,105.7,door,17.567629341173124
elkaar. ,8,123.7,159.4,elkaar,17.567629341173124
"He, ",4,181.9,206.2,he,25.26048615415301
dit ,4,80.8,80.8,dit,17.567629341173124
is ,3,27.6,27.6,is,17.567629341173124
"vreemd, ",8,127.4,143.0,vreemd,17.567629341173124
zei ,4,54.8,57.0,zei,17.567629341173124
Poirot. ,8,143.7,174.9,poirot,17.567629341173124
Ik ,3,70.8,70.8,ik,25.26048615415301
moet ,5,37.8,76.5,moet,17.567629341173124
eerlijk ,8,124.4,140.8,eerlijk,17.567629341173124
zeggen ,7,120.4,120.4,zeggen,17.567629341173124
dat ,4,42.7,42.7,dat,17.567629341173124
ik ,3,62.9,62.9,ik,17.567629341173124
er ,3,133.4,162.9,er,17.567629341173124
niets ,6,196.4,303.2,niets,17.567629341173124
vreemds ,8,67.1,67.1,vreemds,17.567629341173124
aan ,4,48.3,72.6,aan,17.567629341173124
kan ,4,105.7,126.9,kan,17.567629341173124
ontdekken. ,11,229.0,344.7,ontdekken,17.567629341173124
O ,2,100.4,100.4,o,25.26048615415301
nee? ,5,206.5,330.0,nee,17.567629341173124
Kijk ,5,125.1,160.8,kijk,25.26048615415301
maar ,5,87.8,89.8,maar,17.567629341173124
eens ,5,118.1,118.1,eens,17.567629341173124
goed ,5,95.9,95.9,goed,17.567629341173124
naar ,5,111.6,111.6,naar,17.567629341173124
de ,3,95.4,112.1,de,17.567629341173124
"lamp, ",6,105.6,122.0,lamp,17.5705969346105
het ,4,43.5,43.5,het,17.567629341173124
is ,3,79.5,79.5,is,17.567629341173124
op ,3,46.9,46.9,op,17.567629341173124
twee ,5,92.3,106.7,twee,17.567629341173124
plaatsen ,9,178.9,321.6,plaatsen,17.567629341173124
gebroken; ,10,192.3,226.3,gebroken,17.567629341173124
het ,4,68.2,89.1,het,17.567629341173124
ligt ,5,179.6,246.2,ligt,17.567629341173124
er ,3,138.4,192.5,er,17.567629341173124
nog ,4,177.6,345.7,nog,17.567629341173124
net ,4,142.5,159.9,net,17.567629341173124
zoals ,6,217.4,333.0,zoals,17.567629341173124
het ,4,110.4,110.4,het,17.5705969346105
daar ,5,137.0,172.0,daar,17.567629341173124
gevallen ,9,202.8,244.3,gevallen,17.567629341173124
is. ,4,27.9,27.9,is,17.567629341173124
Maar ,5,151.1,195.2,maar,25.26048615415301
het ,4,90.7,90.7,het,17.567629341173124
koffiekopje ,12,241.2,412.6,koffiekopje,17.567629341173124
is ,3,62.0,62.0,is,17.567629341173124
gewoon ,7,169.5,298.6,gewoon,17.567629341173124
"verpulverd, ",12,234.4,337.6,verpulverd,17.567629341173124
zoals ,6,158.6,158.6,zoals,17.567629341173124
je ,3,148.5,170.4,je,17.567629341173124
ziet. ,6,137.0,253.7,ziet,17.567629341173124
"Ach, ",5,140.2,192.6,ach,25.26048615415301
zei ,4,199.5,282.5,zei,17.567629341173124
ik ,3,183.3,194.2,ik,17.567629341173124
mat. ,5,115.1,164.6,mat,17.567629341173124
Ik ,3,125.9,129.8,ik,25.26048615415301
denk ,5,188.9,237.3,denk,17.567629341173124
dat ,4,67.8,71.1,dat,17.567629341173124
iemand ,7,141.7,214.8,iemand,17.567629341173124
erop ,5,124.3,156.9,erop,17.567629341173124
getrapt ,8,191.6,264.6,getrapt,17.567629341173124
heeft. ,7,103.0,103.0,heeft,17.567629341173124
"Precies, ",9,197.2,295.6,precies,25.26048615415301
zei ,4,63.3,92.8,zei,17.567629341173124
Poirot ,7,210.2,257.9,poirot,17.567629341173124
op ,3,32.4,32.4,op,17.567629341173124
een ,4,14.7,14.7,een,17.567629341173124
vreemde ,8,221.1,309.0,vreemde,17.567629341173124
toon. ,6,45.3,58.2,toon,17.567629341173124
Iemand ,7,144.9,184.7,iemand,25.26048615415301
heeft ,6,153.0,194.0,heeft,17.567629341173124
erop ,5,96.7,109.7,erop,17.567629341173124
getrapt. ,9,158.9,315.4,getrapt,17.567629341173124
Hij ,4,196.2,218.6,hij,25.26048615415301
richtte ,8,112.6,112.6,richtte,17.567629341173124
zich ,5,113.2,113.2,zich,17.567629341173124
op ,3,106.0,121.8,op,17.567629341173124
uit ,4,90.5,149.0,uit,17.567629341173124
zijn ,5,91.8,156.7,zijn,17.567629341173124
gehurkte ,9,175.3,187.3,gehurkte,17.567629341173124
houding ,8,110.3,110.3,houding,17.567629341173124
en ,3,29.0,29.0,en,17.567629341173124
liep ,5,140.6,140.6,liep,17.567629341173124
langzaam ,9,177.7,221.2,langzaam,17.567629341173124
naar ,5,70.2,70.2,naar,17.567629341173124
de ,3,11.8,11.8,de,17.567629341173124
"schoorsteenmantel, ",19,228.8,413.1,schoorsteenmantel,17.567629341173124
waar ,5,156.0,156.0,waar,17.567629341173124
hij ,4,109.0,118.7,hij,17.567629341173124
in ,3,52.5,52.5,in,17.567629341173124
gedachten ,10,107.4,138.6,gedachten,17.567629341173124
verzonken ,10,222.5,244.3,verzonken,17.567629341173124
speelde ,8,198.9,214.2,speelde,17.567629341173124
met ,4,77.8,77.8,met,17.567629341173124
de ,3,5.4,5.4,de,17.567629341173124
en ,3,32.8,32.8,en,17.567629341173124
ze ,3,140.9,140.9,ze,17.567629341173124
op ,3,118.8,118.8,op,17.567629341173124
een ,4,25.1,46.3,een,17.567629341173124
rij ,4,130.4,141.4,rij,17.567629341173124
"zette, ",7,130.5,163.0,zette,17.567629341173124
een ,4,47.7,77.2,een,17.567629341173124
hebbelijkheid ,14,234.7,701.2,hebbelijkheid,17.567629341173124
van ,4,127.4,127.4,van,17.567629341173124
hem ,4,140.7,211.3,hem,17.567629341173124
als ,4,168.5,183.1,als,17.567629341173124
hij ,4,62.0,62.0,hij,17.567629341173124
opgewonden ,11,197.4,285.8,opgewonden,17.567629341173124
was. ,5,143.2,143.2,was,17.567629341173124
Mon ,4,111.5,111.5,mon,25.26048615415301
"ami, ",5,188.9,297.4,ami,17.567629341173124
zei ,4,130.9,130.9,zei,17.567629341173124
hij ,4,146.7,177.2,hij,17.567629341173124
tegen ,6,164.8,164.8,tegen,17.567629341173124
"mij, ",5,77.1,77.1,mij,17.567629341173124
iemand ,7,203.1,231.7,iemand,17.567629341173124
heeft ,6,129.1,149.0,heeft,17.567629341173124
op ,3,69.2,69.2,op,17.567629341173124
dat ,4,87.1,87.1,dat,17.567629341173124
kopje ,6,124.2,124.2,kopje,17.567629341173124
getrapt ,8,192.7,255.8,getrapt,17.567629341173124
en ,3,57.6,57.6,en,17.567629341173124
het ,4,103.3,163.6,het,17.567629341173124
verpulverd. ,12,209.8,336.0,verpulverd,17.567629341173124
De ,3,133.6,133.6,de,25.26048615415301
reden ,6,158.8,158.8,reden,17.567629341173124
daarvan ,8,243.1,364.6,daarvan,17.567629341173124
is ,3,109.5,205.5,is,17.567629341173124
of ,3,97.1,247.1,of,17.567629341173124
dat ,4,151.2,294.6,dat,17.567629341173124
het ,4,139.1,255.2,het,17.567629341173124
strychnine ,11,270.4,456.0,strychnine,17.5705969346105
bevatte ,8,189.9,387.8,bevatte,17.567629341173124
"of, ",4,103.3,118.2,of,17.567629341173124
wat ,4,74.6,74.6,wat,17.567629341173124
erger ,6,259.9,322.3,erger,17.567629341173124
"is, ",4,40.1,40.1,is,17.567629341173124
dat ,4,72.7,103.0,dat,17.567629341173124
het ,4,175.6,222.2,het,17.567629341173124
geen ,5,52.0,140.4,geen,17.567629341173124
strychnine ,11,202.1,306.0,strychnine,17.567629341173124
had ,4,114.7,150.3,had,17.567629341173124
ik ,3,61.8,61.8,ik,17.567629341173124
niets ,6,196.6,249.7,niets,17.567629341173124
op ,3,120.5,158.5,op,17.567629341173124
te ,3,47.2,47.2,te,17.567629341173124
zeggen. ,8,118.6,118.6,zeggen,17.567629341173124
Ik ,3,35.0,35.0,ik,25.26048615415301
kon ,4,70.1,70.1,kon,17.567629341173124
hem ,4,171.3,171.3,hem,17.567629341173124
absoluut ,9,155.8,197.4,absoluut,17.567629341173124
niet ,5,110.5,128.7,niet,17.567629341173124
meer ,5,42.0,42.0,meer,17.567629341173124
"volgen, ",8,165.3,277.8,volgen,17.567629341173124
maar ,5,107.9,145.7,maar,17.567629341173124
ik ,3,85.0,105.1,ik,17.567629341173124
wist ,5,112.6,125.5,wist,17.567629341173124
dat ,4,52.3,52.3,dat,17.567629341173124
het ,4,47.8,47.8,het,17.5705969346105
geen ,5,121.4,121.4,geen,17.5705969346105
enkele ,7,130.0,130.0,enkele,17.567629341173124
zin ,4,137.0,137.0,zin,17.567629341173124
had ,4,24.1,24.1,had,17.567629341173124
hem ,4,132.6,132.6,hem,17.567629341173124
te ,3,37.1,37.1,te,17.567629341173124
vragen ,7,165.8,183.8,vragen,17.567629341173124
zich ,5,156.5,156.5,zich,17.567629341173124
nader ,6,81.8,103.8,nader,17.567629341173124
te ,3,44.6,44.6,te,17.567629341173124
verklaren. ,11,166.7,233.7,verklaren,17.567629341173124
Na ,3,167.6,167.6,na,25.26048615415301
enkele ,7,118.6,122.7,enkele,17.567629341173124
ogenblikken ,12,170.3,170.3,ogenblikken,17.567629341173124
werd ,5,93.3,93.3,werd,17.567629341173124
hij ,4,131.2,155.3,hij,17.567629341173124
weer ,5,80.7,80.7,weer,17.567629341173124
actief ,7,120.9,135.1,actief,17.567629341173124
en ,3,44.5,44.5,en,17.567629341173124
ging ,5,84.1,96.5,ging,17.567629341173124
verder ,7,159.2,159.2,verder,17.567629341173124
met ,4,95.8,95.8,met,17.567629341173124
zijn ,5,87.1,125.4,zijn,17.567629341173124
Hij ,4,36.5,67.2,hij,17.567629341173124
raapte ,7,247.9,378.4,raapte,17.567629341173124
de ,3,61.4,61.4,de,17.567629341173124
bos ,4,120.6,120.6,bos,17.567629341173124
sleutels ,9,167.0,231.0,sleutels,17.567629341173124
"op, ",4,103.1,122.1,op,17.567629341173124
liet ,5,111.8,129.1,liet,17.567629341173124
ze ,3,104.5,145.2,ze,17.567629341173124
in ,3,104.7,132.4,in,17.567629341173124
zijn ,5,149.1,183.3,zijn,17.567629341173124
vingers ,8,195.0,195.0,vingers,17.567629341173124
ronddraaien ,12,226.8,266.5,ronddraaien,17.567629341173124
en ,3,48.9,48.9,en,17.567629341173124
koos ,5,137.5,157.4,koos,17.567629341173124
er ,3,19.8,19.8,er,17.567629341173124
tenslotte ,10,193.1,280.1,tenslotte,17.567629341173124
een ,4,68.1,91.2,een,17.567629341173124
mooie ,6,196.0,211.3,mooie,17.567629341173124
blinkende ,10,252.5,276.8,blinkende,17.567629341173124
"uit, ",5,108.8,108.8,uit,17.567629341173124
die ,4,131.8,131.8,die,17.567629341173124
hij ,4,97.7,113.1,hij,17.567629341173124
op ,3,124.3,124.3,op,17.567629341173124
het ,4,96.8,111.4,het,17.567629341173124
slot ,5,86.2,86.2,slot,17.567629341173124
van ,4,105.0,105.0,van,17.567629341173124
het ,4,16.3,16.3,het,17.567629341173124
paarse ,7,237.1,239.3,paarse,17.567629341173124
koffertje ,10,125.1,158.6,koffertje,17.567629341173124
probeerde. ,11,222.5,331.9,probeerde,17.567629341173124
Het ,4,59.5,76.9,het,25.26048615415301
sleuteltje ,11,206.3,300.5,sleuteltje,17.567629341173124
paste ,6,185.1,238.9,paste,17.567629341173124
en ,3,88.1,88.1,en,17.567629341173124
Poirot ,7,246.9,328.8,poirot,17.567629341173124
deed ,5,89.0,111.0,deed,17.567629341173124
het ,4,92.0,92.0,het,17.567629341173124
koffertje ,10,155.3,155.3,koffertje,17.567629341173124
open; ,6,145.9,155.6,open,17.567629341173124
na ,3,85.9,103.2,na,17.567629341173124
een ,4,121.8,121.8,een,17.567629341173124
korte ,6,44.5,44.5,korte,17.567629341173124
aarzeling ,10,197.1,298.9,aarzeling,17.567629341173124
echter ,7,152.3,221.2,echter,17.567629341173124
deed ,5,125.9,183.2,deed,17.567629341173124
hij ,4,118.1,118.1,hij,17.567629341173124
het ,4,74.0,74.0,het,17.567629341173124
weer ,5,84.6,115.1,weer,17.567629341173124
dicht ,6,155.6,155.6,dicht,17.567629341173124
en ,3,30.2,30.2,en,17.567629341173124
op ,3,84.8,84.8,op,17.567629341173124
slot ,5,198.1,237.1,slot,17.567629341173124
en ,3,153.4,153.4,en,17.567629341173124
stak ,5,193.0,352.8,stak,17.567629341173124
de ,3,90.8,144.1,de,17.567629341173124
"sleutelbos, ",12,218.2,400.9,sleutelbos,17.567629341173124
evenals ,8,195.7,265.6,evenals,17.567629341173124
het ,4,86.3,111.6,het,17.567629341173124
sleuteltje ,11,206.6,325.8,sleuteltje,17.567629341173124
dat ,4,40.6,40.6,dat,17.567629341173124
oorspronkelijk ,15,242.9,500.8,oorspronkelijk,17.567629341173124
in ,3,41.5,41.5,in,17.567629341173124
het ,4,55.5,105.4,het,17.567629341173124
slot ,5,150.7,208.4,slot,17.567629341173124
had ,4,108.4,127.6,had,17.567629341173124
"gezeten, ",9,218.7,254.2,gezeten,17.567629341173124
in ,3,154.2,154.2,in,17.567629341173124
zijn ,5,164.1,262.2,zijn,17.567629341173124
zak. ,5,55.7,71.7,zak,17.567629341173124
Ik ,3,63.6,63.6,ik,25.26048615415301
heb ,4,149.4,229.1,heb,17.567629341173124
geen ,5,90.0,90.0,geen,17.567629341173124
enkele ,7,171.0,249.4,enkele,17.567629341173124
bevoegdheid ,12,213.8,331.1,bevoegdheid,17.5705969346105
om ,3,50.6,50.6,om,17.567629341173124
deze ,5,128.7,213.6,deze,17.567629341173124
papieren ,9,191.2,246.4,papieren,17.567629341173124
in ,3,44.0,44.0,in,17.567629341173124
te ,3,218.1,228.3,te,17.567629341173124
zien. ,6,104.4,104.4,zien,17.567629341173124
Maar ,5,56.4,82.1,maar,25.26048615415301
het ,4,117.6,159.0,het,17.567629341173124
moet ,5,122.0,205.5,moet,17.567629341173124
wel ,4,47.2,47.2,wel,17.567629341173124
"gebeuren, ",10,162.7,227.9,gebeuren,17.573558436298875
en ,3,49.1,49.1,en,17.567629341173124
liefst ,7,157.9,235.0,liefst,17.567629341173124
nu ,3,50.3,50.3,nu,17.567629341173124
meteen! ,8,214.6,225.5,meteen,17.567629341173124
Daarna ,7,213.7,242.6,daarna,25.26048615415301
onderwierp ,11,205.7,351.2,onderwierp,17.567629341173124
hij ,4,143.4,143.4,hij,17.567629341173124
de ,3,75.4,95.7,de,17.567629341173124
laden ,6,155.3,260.1,laden,17.567629341173124
van ,4,42.4,42.4,van,17.567629341173124
de ,3,54.3,54.3,de,17.567629341173124
wastafel ,9,210.6,248.0,wastafel,17.567629341173124
aan ,4,80.6,80.6,aan,17.567629341173124
een ,4,54.6,54.6,een,17.567629341173124
nauwkeurig ,11,200.1,288.2,nauwkeurig,17.567629341173124
onderzoek. ,11,128.3,139.5,onderzoek,17.567629341173124
Terwijl ,8,221.8,295.9,terwijl,25.26048615415301
hij ,4,74.9,74.9,hij,17.567629341173124
de ,3,153.8,184.5,de,17.567629341173124
kamer ,6,180.9,277.9,kamer,17.567629341173124
doorliep ,9,198.2,276.8,doorliep,17.567629341173124
naar ,5,112.6,137.4,naar,17.567629341173124
het ,4,127.0,171.8,het,17.567629341173124
raam ,5,149.0,220.3,raam,17.567629341173124
"links, ",7,173.9,203.2,links,17.567629341173124
viel ,5,164.8,164.8,viel,17.567629341173124
zijn ,5,159.9,207.3,zijn,17.567629341173124
oog ,4,132.0,148.5,oog,17.567629341173124
op ,3,92.2,92.2,op,17.567629341173124
een ,4,100.2,100.2,een,17.567629341173124
ronde ,6,92.6,130.0,ronde,17.567629341173124
"vlek, ",6,173.9,299.6,vlek,17.567629341173124
nauwelijks ,11,201.3,383.9,nauwelijks,17.567629341173124
zichtbaar ,10,171.6,220.0,zichtbaar,17.567629341173124
op ,3,20.3,20.3,op,17.567629341173124
het ,4,66.8,109.2,het,17.567629341173124
donkerbruine ,13,264.5,506.8,donkerbruine,17.567629341173124
"kleed, ",7,155.6,195.8,kleed,17.567629341173124
die ,4,45.1,84.3,die,17.567629341173124
hem ,4,200.1,232.2,hem,17.567629341173124
bijzonder ,10,222.2,314.4,bijzonder,17.567629341173124
scheen ,7,176.0,210.8,scheen,17.567629341173124
te ,3,29.1,29.1,te,17.567629341173124
ging ,5,203.0,219.7,ging,17.567629341173124
op ,3,74.9,74.9,op,17.567629341173124
zijn ,5,170.1,170.1,zijn,17.567629341173124
knieen ,7,174.7,188.2,knieen,17.567629341173124
liggen ,7,138.2,138.2,liggen,17.567629341173124
om ,3,56.2,56.2,om,17.567629341173124
de ,3,106.9,128.8,de,17.567629341173124
vlek ,5,68.5,84.9,vlek,17.567629341173124
omstandig ,10,191.9,429.5,omstandig,17.567629341173124
te ,3,53.7,70.5,te,17.567629341173124
bestuderen; ,12,147.8,215.1,bestuderen,17.567629341173124
zelfs ,6,227.2,261.5,zelfs,17.567629341173124
ging ,5,140.1,201.5,ging,17.567629341173124
hij ,4,164.1,164.1,hij,17.567629341173124
zover ,6,157.5,188.2,zover,17.567629341173124
dat ,4,50.0,50.0,dat,17.567629341173124
hij ,4,143.0,143.0,hij,17.567629341173124
eraan ,6,183.3,232.7,eraan,17.567629341173124
rook. ,6,115.6,115.6,rook,17.567629341173124
Tenslotte ,10,225.3,308.6,tenslotte,25.26048615415301
goot ,5,172.1,225.0,goot,17.567629341173124
hij ,4,131.8,131.8,hij,17.567629341173124
een ,4,108.2,108.2,een,17.567629341173124
paar ,5,147.6,160.4,paar,17.567629341173124
druppels ,9,144.6,169.7,druppels,17.567629341173124
van ,4,60.8,60.8,van,17.567629341173124
de ,3,38.1,38.1,de,17.567629341173124
chocola ,8,188.1,346.9,chocola,17.567629341173124
in ,3,41.2,41.2,in,17.567629341173124
een ,4,133.8,151.9,een,17.567629341173124
reageerbuisje ,14,299.1,576.1,reageerbuisje,17.567629341173124
en ,3,38.4,38.4,en,17.567629341173124
verzegelde ,11,225.5,446.2,verzegelde,17.567629341173124
het ,4,101.6,101.6,het,17.567629341173124
zorgvuldig. ,12,299.2,507.4,zorgvuldig,17.567629341173124
Vervolgens ,11,476.4,597.3,vervolgens,25.26048615415301
haalde ,7,157.4,188.0,haalde,17.567629341173124
hij ,4,84.8,87.7,hij,17.567629341173124
een ,4,96.4,99.7,een,17.567629341173124
notitieboekje ,14,190.3,247.4,notitieboekje,17.567629341173124
te ,3,40.5,40.5,te,17.567629341173124
voorschijn. ,12,185.1,207.5,voorschijn,17.567629341173124
We ,3,75.0,75.0,we,25.26048615415301
"hebben, ",8,191.9,281.7,hebben,17.567629341173124
zei ,4,137.3,137.3,zei,17.567629341173124
"hij, ",5,100.1,100.1,hij,17.567629341173124
druk ,5,164.0,195.7,druk,17.567629341173124
"schrijvend, ",12,178.2,271.7,schrijvend,17.567629341173124
in ,3,124.3,124.3,in,17.567629341173124
deze ,5,85.3,102.4,deze,17.567629341173124
